Branch office code,BIC code,Name of the branch office,Address of the branch office,Branch office may send VIBER items,Branch office may receive VIBER items
50425996,MKKBHUHB,MBH 103 Szombathely,"9700 Szombathely, Szent Márton utca 4.",S,R
50426007,MKKBHUHB,MBH 103 Tatabánya,"2800 Tatabánya, Fő tér 6.",S,R
50426014,MKKBHUHB,MBH 101 Tatabánya,"2800 Tatabánya, Szent Borbála tér 6.",S,R
50426021,MKKBHUHB,MBH 101 Tiszaújváros,"3580 Tiszaújváros, Kazinczy utca 11.",S,R
50426038,MKKBHUHB,MBH 101 Vác,"2600 Vác, Köztársaság utca 10.",S,R
50426045,MKKBHUHB,MBH 103 Veszprém,"8200 Veszprém, Óváros tér 3.",S,R
50426052,MKKBHUHB,MBH 101 Veszprém,"8200 Veszprém, Mindszenty József utca 7.",S,R
50426069,MKKBHUHB,MBH 101 Zalaegerszeg,"8900 Zalaegerszeg, Kossuth utca 2.",S,R
50426076,MKKBHUHB,MBH 101 Érd,"2030 Érd, Budai út 11.",S,R
50426083,MKKBHUHB,MBH 103 Székesfehérvár,"8000 Székesfehérvár, Budai út 36.",S,R
50426090,MKKBHUHB,MBH 101 Székesfehérvár,"8000 Székesfehérvár, Bástya utca 10.",S,R
50426100,MKKBHUHB,MBH 103 ex KÉP-Centrum,"1134 Budapest, Dévai utca 23.",S,R
50426117,MKKBHUHB,MBH Bank Nyrt.,"8900 Zalaegerszeg, Kossuth utca 22.",S,R
50426124,MKKBHUHB,MBH Bank Nyrt.,"5600 Békéscsaba, Szabadság tér 2.",S,R
50426131,MKKBHUHB,MBH Bank Nyrt.,"2040 Budaörs, Szabadság út 91/2.",S,R
50426148,MKKBHUHB,MBH Bank Nyrt.,"4024 Debrecen, Vár utca 6/C",S,R
50426155,MKKBHUHB,MBH Bank Nyrt.,"2400 Dunaújváros, Vasmű utca 4/b",S,R
50426162,MKKBHUHB,MBH Bank Nyrt.,"3300 Eger, Érsek utca 6.",S,R
50426179,MKKBHUHB,MBH Bank Nyrt.,"7400 Kaposvár, Széchenyi tér 7.",S,R
50426186,MKKBHUHB,MBH Bank Nyrt.,"3525 Miskolc, Szentpáli utca 2-6.",S,R
50426193,MKKBHUHB,MBH Bank Nyrt.,"8800 Nagykanizsa, Erzsébet tér 8.",S,R
50426203,MKKBHUHB,MBH Bank Nyrt.,"4400 Nyíregyháza, Kossuth tér 1.",S,R
50426210,MKKBHUHB,MBH Bank Nyrt.,"7622 Pécs, Bajcsy-Zsilinszky utca 11.",S,R
50426227,MKKBHUHB,MBH Bank Nyrt.,"7100 Szekszárd, Arany János utca 23-25.",S,R
50426234,MKKBHUHB,MBH Bank Nyrt.,"5000 Szolnok, Baross utca 10-12.",S,R
50430017,MKKBHUHB,MBH Bank Nyrt.,"9151 Abda, Bécsi utca 67/a.",S,R
50430031,MKKBHUHB,MBH Bank Nyrt.,"9155 Lébény, Fő út 85.",S,R
50430055,MKKBHUHB,MBH Bank Nyrt.,"9082 Nyúl, Kossuth Lajos utca 52.",S,R
50430079,MKKBHUHB,MBH Bank Nyrt.,"9023 Győr, Lehel utca 27.",S,R
50430086,MKKBHUHB,MBH Bank Nyrt.,"9023 Győr, Lehel utca 27.",S,R
50430093,MKKBHUHB,MBH Bank Nyrt.,"9143 Enese, Soproni út 13.",S,R
50430103,MKKBHUHB,MBH Győr ETO Park,"9021 Győr, Nagysándor József utca 31.",S,R
50430110,MKKBHUHB,MBH Bank Nyrt.,"2870 Kisbér, Kossuth  Lajos utca 14.",S,R
50430127,MKKBHUHB,MBH Bank Nyrt.,"2870 Kisbér, Kossuth Lajos utca 14.",S,R
50430134,MKKBHUHB,MBH Bank Nyrt.,"1054 Budapest, Báthory utca 1",S,R
50430141,MKKBHUHB,MBH Bank Nyrt.,"2943 Bábolna, Béke utca 1.",S,R
50430158,MKKBHUHB,MBH Bank Nyrt.,"2900 Komárom, Igmándi út 45.",S,R
50430165,MKKBHUHB,MBH Bank Nyrt.,"2942 Nagyigmánd, Kossuth Lajos utca 2.",S,R
50430172,MKKBHUHB,MBH Bank Nyrt.,"2840 Oroszlány, Rákóczi  Ferenc utca 7/a.",S,R
50430189,MKKBHUHB,MBH Bank Nyrt.,"2941 Ács, Fő utca 9/1",S,R
50430196,MKKBHUHB,MBH Bank Nyrt.,"2900 Komárom, Igmándi út 45.",S,R
50430206,MKKBHUHB,MBH Bank Nyrt.,"2890 Tata, Ady  Endre út 17.",S,R
50430213,MKKBHUHB,MBH Bank Nyrt.,"9071 Gönyű, Bajcsy-Zsilinszky utca 23.",S,R
50430220,MKKBHUHB,MBH Bank Nyrt.,"2800 Tatabánya, Fő tér 20/a.",S,R
50430237,MKKBHUHB,MBH Győr ETO Park,"9021 Győr, Nagysándor József utca 31.",S,R
50430244,MKKBHUHB,MBH Bank Nyrt.,"2890 Tata, Ady  Endre út 17.",S,R
50430251,MKKBHUHB,MBH Bank Nyrt.,"2541 Lábatlan, Rákóczi Ferenc út 138-140.",S,R
50430268,MKKBHUHB,MBH Bank Nyrt.,"2831 Tarján, Rákóczi Ferenc út 8.",S,R
50430275,MKKBHUHB,MBH Bank Nyrt.,"9177 Ásványráró, Győri út 47.",S,R
50430282,MKKBHUHB,MBH Bank Nyrt.,"9174 Dunaszeg, Országút utca 6/B",S,R
50430299,MKKBHUHB,MBH Bank Nyrt.,"9023 Győr, Lehel utca 27.",S,R
50430309,MKKBHUHB,MBH Bank Nyrt.,"2851 Környe, Alkotmány utca 14.",S,R
50430316,MKKBHUHB,MBH Bank Nyrt.,"2837 Vértesszőlős, Valusek Dezső utca 53.",S,R
50430323,MKKBHUHB,MBH Bank Nyrt.,"2800 Tatabánya, Fő tér 20/a.",S,R
50430330,MKKBHUHB,MBH Bank Nyrt.,"2855 Bokod, Fő utca 50/A",S,R
50430347,MKKBHUHB,MBH Bank Nyrt.,"2840 Oroszlány, Rákóczi Ferenc út 7/A",S,R
50430354,MKKBHUHB,MBH Bank Nyrt.,"1155 Budapest, Kolozsvár utca 2/B",S,R
50430505,MKKBHUHB,MBH Bank Nyrt.,"1117 Budapest, Magyar  Tudósok körútja 9.G.épület",S,R
50430543,MKKBHUHB,MBH Bank Nyrt,"2510 Dorog, Bécsi út 33.",S,R
50431001,MKKBHUHB,MBH Bank Nyrt.,"7900 Szigetvár, József Attila utca 19.",S,R
50431018,MKKBHUHB,MBH Bank Nyrt.,"7900 Szigetvár, József  Attila utca 19.",S,R
50431025,MKKBHUHB,MBH Bank Nyrt.,"7900 Szigetvár, József Attila utca 19.",S,R
50431032,MKKBHUHB,MBH Bank Nyrt.,"7900 Szigetvár, József  Attila utca 19.",S,R
50431049,MKKBHUHB,MBH Bank Nyrt.,"7900 Szigetvár, József  Attila utca 19.",S,R
50431056,MKKBHUHB,MBH Bank Nyrt.,"7900 Szigetvár, József Attila utca 19.",S,R
50431063,MKKBHUHB,MBH Bank Nyrt.,"7900 Szigetvár, József Attila utca 19.",S,R
50431070,MKKBHUHB,MBH Bank Nyrt.,"7900 Szigetvár, József Attila utca 19.",S,R
50431087,MKKBHUHB,MBH Bank Nyrt.,"7900 Szigetvár, József  Attila utca 19.",S,R
50431094,MKKBHUHB,MBH Bank Nyrt.,"7633 Pécs, Páfrány utca 2/A",S,R
50431104,MKKBHUHB,MBH Bank Nyrt.,"7622 Pécs, Bajcsy-Zsilinszky utca 7.",S,R
50431111,MKKBHUHB,MBH Bank Nyrt.,"6000 Kecskemét, Dobó körút 15.",S,R
50431128,MKKBHUHB,MBH Bank Nyrt.,"7900 Szigetvár, József Attila utca 19.",S,R
50431135,MKKBHUHB,MBH Bank Nyrt.,"7300 Komló, Városház tér 5.",S,R
50431142,MKKBHUHB,MBH Bank Nyrt.,"7100 Szekszárd, Széchenyi utca 62.",S,R
50431159,MKKBHUHB,MBH Bank Nyrt.,"7622 Pécs, Bajcsy-Zsilinszky utca 7.",S,R
50431166,MKKBHUHB,MBH Bank Nyrt.,"7815 Harkány, Kossuth Lajos utca 16.",S,R
50431173,MKKBHUHB,MBH Bank Nyrt.,"7761 Kozármisleny, Orgona utca 2.",S,R
50431180,MKKBHUHB,MBH Bank Nyrt.,"7633 Pécs, Páfrány utca 2/A",S,R
50431197,MKKBHUHB,MBH Bank Nyrt.,"7900 Szigetvár, József Attila utca 19.",S,R
50431207,MKKBHUHB,MBH Bank Nyrt.,"8623 Balatonföldvár, Balatonszentgyörgyi út 1.",S,R
50431214,MKKBHUHB,MBH Bank Nyrt.,"8600 Siófok, Széchenyi utca 6/B",S,R
50431221,MKKBHUHB,MBH Bank Nyrt.,"8654 Ságvár, Petőfi Sándor utca 18/A",S,R
50431238,MKKBHUHB,MBH Bank Nyrt.,"8654 Ságvár, Petőfi Sándor utca 18/A",S,R
50431245,MKKBHUHB,MBH Bank Nyrt.,"7400 Kaposvár, Áchim András utca 4.",S,R
50431252,MKKBHUHB,MBH Bank Nyrt.,"8660 Tab, Kossuth Lajos utca 84/b.",S,R
50431269,MKKBHUHB,MBH Bank Nyrt.,"8600 Siófok, Széchenyi utca 6/B",S,R
50431276,MKKBHUHB,MBH Bank Nyrt.,"8660 Tab, Kossuth Lajos utca 84/B.",S,R
50431283,MKKBHUHB,MBH Bank Nyrt.,"8600 Siófok, Széchenyi utca 6/B",S,R
50431290,MKKBHUHB,MBH Bank Nyrt.,"8623 Balatonföldvár, Balatonszentgyörgyi út 1.",S,R
50431300,MKKBHUHB,MBH Bank Nyrt.,"7100 Szekszárd, Széchenyi utca 62.",S,R
50431317,MKKBHUHB,MBH Bank Nyrt.,"7570 Barcs, Bajcsy-Zsilinszky utca 83.",S,R
50431324,MKKBHUHB,MBH Bank Nyrt.,"7720 Pécsvárad, Kossuth  Lajos utca 30.",S,R
50431331,MKKBHUHB,MBH Bank Nyrt.,"7694 Hosszúhetény, Fő utca 176.",S,R
50431348,MKKBHUHB,MBH Bank Nyrt.,"7622 Pécs, Bajcsy-Zsilinszky utca 7.",S,R
50431355,MKKBHUHB,MBH Bank Nyrt.,"7720 Pécsvárad, Kossuth Lajos utca 30.",S,R
50431362,MKKBHUHB,MBH Bank Nyrt.,"7700 Mohács, Dózsa György utca 31.",S,R
50431379,MKKBHUHB,MBH Bank Nyrt.,"7720 Pécsvárad, Kossuth Lajos utca 30.",S,R
50431386,MKKBHUHB,MBH Bank Nyrt.,"7761 Kozármisleny, Orgona utca 2.",S,R
50431393,MKKBHUHB,MBH Bank Nyrt.,"7622 Pécs, Bajcsy-Zsilinszky utca 7.",S,R
50431403,MKKBHUHB,MBH Bank Nyrt.,"7695 Mecseknádasd, Rákóczi Ferenc utca 40.",S,R
50431410,MKKBHUHB,MBH Bank Nyrt.,"7622 Pécs, Bajcsy-Zsilinszky utca 7.",S,R
50431427,MKKBHUHB,MBH Bank Nyrt.,"7622 Pécs, Bajcsy-Zsilinszky utca 7.",S,R
50431434,MKKBHUHB,MBH Bank Nyrt.,"7150 Bonyhád, Szabadság tér 9.",S,R
50431441,MKKBHUHB,MBH Bank Nyrt.,"7720 Pécsvárad, Kossuth Lajos utca 30.",S,R
50431458,MKKBHUHB,MBH Bank Nyrt.,"7030 Paks, Táncsics  Mihály utca 4.",S,R
50431465,MKKBHUHB,MBH Bank Nyrt.,"7100 Szekszárd, Széchenyi utca 62.",S,R
50431472,MKKBHUHB,MBH Bank Nyrt.,"8900 Zalaegerszeg, Eötvös  József utca 1-3.",S,R
50431489,MKKBHUHB,MBH Bank Nyrt.,"7400 Kaposvár, Áchim András utca 4.",S,R
50431496,MKKBHUHB,MBH Bank Nyrt.,"7622 Pécs, Bajcsy-Zsilinszky utca 7.",S,R
50431506,MKKBHUHB,MBH Bank Nyrt.,"8800 Nagykanizsa, Erzsébet tér 1.",S,R
50431513,MKKBHUHB,MBH Bank Nyrt.,"8840 Csurgó, Csokonai utca 14.",S,R
50431520,MKKBHUHB,MBH Bank Nyrt.,"7940 Szentlőrinc, Munkácsy Mihály utca 19.",S,R
50431537,MKKBHUHB,MBH Bank Nyrt.,"7633 Pécs, Páfrány utca 2/A",S,R
50431544,MKKBHUHB,MBH Bank Nyrt.,"7940 Szentlőrinc, Munkácsy Mihály utca 19.",S,R
50431551,MKKBHUHB,MBH Bank Nyrt.,"7940 Szentlőrinc, Munkácsy Mihály utca 19.",S,R
50431568,MKKBHUHB,MBH Bank Nyrt.,"7622 Pécs, Bajcsy-Zsilinszky utca 7.",S,R
50431575,MKKBHUHB,MBH Bank Nyrt.,"7633 Pécs, Páfrány utca 2/A",S,R
50431582,MKKBHUHB,MBH Bank Nyrt.,"7622 Pécs, Bajcsy-Zsilinszky utca 7.",S,R
50431599,MKKBHUHB,MBH Bank Nyrt.,"8900 Zalaegerszeg, Eötvös József utca 1-3.",S,R
50431609,MKKBHUHB,MBH Bank Nyrt.,"8600 Siófok, Széchenyi utca 6/B",S,R
50431616,MKKBHUHB,MBH Bank Nyrt.,"7633 Pécs, Páfrány utca 2/A",S,R
50431623,MKKBHUHB,MBH Bank Nyrt.,"7960 Sellye, Mátyás király utca 73.",S,R
50431630,MKKBHUHB,MBH Bank Nyrt.,"7838 Vajszló, Kodolányi tér 2.",S,R
50431647,MKKBHUHB,MBH Bank Nyrt.,"7960 Sellye, Mátyás király utca 73.",S,R
50431654,MKKBHUHB,MBH Bank Nyrt.,"7622 Pécs, Bajcsy-Zsilinszky utca 7.",S,R
50431661,MKKBHUHB,MBH Bank Nyrt.,"7622 Pécs, Bajcsy-Zsilinszky utca 7.",S,R
50431678,MKKBHUHB,MBH Bank Nyrt.,"7622 Pécs, Bajcsy-Zsilinszky utca 7.",S,R
50431685,MKKBHUHB,MBH Bank Nyrt.,"7900 Szigetvár, József Attila utca 19.",S,R
50431692,MKKBHUHB,MBH Bank Nyrt.,"8623 Balatonföldvár, Balatonszentgyörgyi út 1.",S,R
50431702,MKKBHUHB,MBH Bank Nyrt.,"7633 Pécs, Páfrány utca 2/A",S,R
50431719,MKKBHUHB,MBH Bank Nyrt.,"7100 Szekszárd, Széchenyi utca 62.",S,R
50431726,MKKBHUHB,MBH Bank Nyrt.,"8900 Zalaegerszeg, Eötvös József utca 1-3.",S,R
50431733,MKKBHUHB,MBH Bank Nyrt.,"1117 Budapest, Magyar Tudósok körútja 9.G.épület",S,R
50431740,MKKBHUHB,MBH Bank Nyrt.,"1117 Budapest, Magyar Tudósok körútja 9.G.épület",S,R
50431757,MKKBHUHB,MBH Bank Nyrt.,"1117 Budapest, Magyar Tudósok körútja 9.G.épület",S,R
50432002,MKKBHUHB,MBH Bank Nyrt.,"5920 Csorvás, Rákóczi utca 1.",S,R
50432019,MKKBHUHB,MBH Bank Nyrt.,"5675 Telekgerendás, Ady utca 18/1.",S,R
50432026,MKKBHUHB,MBH Bank Nyrt.,"5900 Orosháza, Thököly utca 15.",S,R
50432033,MKKBHUHB,MBH Bank Nyrt.,"5931 Nagyszénás, Hősök útja 2.",S,R
50432040,MKKBHUHB,MBH Bank Nyrt.,"5920 Csorvás, Rákóczi utca 1.",S,R
50432057,MKKBHUHB,MBH Bank Nyrt.,"5932 Gádoros, Nagy utca 63.",S,R
50432064,MKKBHUHB,MBH Bank Nyrt.,"5940 Tótkomlós, Kossuth Lajos utca 1.",S,R
50432071,MKKBHUHB,MBH Bank Nyrt.,"5800 Mezőkovácsháza, Árpád utca 188-192.",S,R
50432088,MKKBHUHB,MBH Bank Nyrt.,"5900 Orosháza, Thököly utca 15.",S,R
50432095,MKKBHUHB,MBH Bank Nyrt.,"5600 Békéscsaba, Andrássy út 29-33.",S,R
50432105,MKKBHUHB,MBH Bank Nyrt.,"5600 Békéscsaba, Andrássy út 29-33.",S,R
50432112,MKKBHUHB,MBH Bank Nyrt.,"5946 Békéssámson, Szabadság utca 66.",S,R
50432129,MKKBHUHB,MBH Bank Nyrt.,"5502 Gyomaendrőd, Blaha  Lujza utca 5.",S,R
50432136,MKKBHUHB,MBH Bank Nyrt.,"5553 Kondoros, Csabai utca 14.",S,R
50432143,MKKBHUHB,MBH Bank Nyrt.,"5650 Mezőberény, Békési út 6.",S,R
50432150,MKKBHUHB,MBH Bank Nyrt.,"5650 Mezőberény, Békési út 6.",S,R
50432167,MKKBHUHB,MBH Bank Nyrt.,"5650 Mezőberény, Békési út 6.",S,R
50432174,MKKBHUHB,MBH Bank Nyrt.,"5630 Békés, Szarvasi utca 1.",S,R
50432181,MKKBHUHB,MBH Bank Nyrt.,"5630 Békés, Szarvasi utca 1.",S,R
50432198,MKKBHUHB,MBH Bank Nyrt.,"5630 Békés, Szarvasi utca 1.",S,R
50432208,MKKBHUHB,MBH Bank Nyrt.,"5600 Békéscsaba, Mednyánszky utca 8.",S,R
50432215,MKKBHUHB,MBH Bank Nyrt.,"5500 Gyomaendrőd, Kossuth Lajos utca 20.",S,R
50432222,MKKBHUHB,MBH Bank Nyrt.,"5553 Kondoros, Csabai utca 14.",S,R
50432239,MKKBHUHB,MBH Bank Nyrt.,"5630 Békés, Szarvasi utca 1.",S,R
50432246,MKKBHUHB,MBH Bank Nyrt.,"5600 Békéscsaba, Andrássy út 29-33.",S,R
50432253,MKKBHUHB,MBH Bank Nyrt.,"5600 Békéscsaba, Andrássy út 29-33.",S,R
50432260,MKKBHUHB,MBH Bank Nyrt.,"5600 Békéscsaba, Andrássy út 29-33.",S,R
50432277,MKKBHUHB,MBH Bank Nyrt.,"5553 Kondoros, Csabai utca 14.",S,R
50432284,MKKBHUHB,MBH Bank Nyrt.,"5520 Szeghalom, Tildy Zoltán utca 20-24.",S,R
50432291,MKKBHUHB,MBH Bank Nyrt.,"5720 Sarkad, Kossuth utca 14-16.",S,R
50432301,MKKBHUHB,MBH Bank Nyrt.,"5510 Dévaványa, Árpád utca 10.",S,R
50432318,MKKBHUHB,MBH Bank Nyrt.,"5510 Dévaványa, Árpád utca 10.",S,R
50432325,MKKBHUHB,MBH Bank Nyrt.,"5525 Füzesgyarmat, Mátyás utca 2.",S,R
50432332,MKKBHUHB,MBH Bank Nyrt.,"5516 Körösladány, Petőfi tér 1.",S,R
50432349,MKKBHUHB,MBH Bank Nyrt.,"5530 Vésztő, Kossuth Lajos utca 53.",S,R
50432356,MKKBHUHB,MBH Bank Nyrt.,"5530 Vésztő, Kossuth Lajos utca 53.",S,R
50432363,MKKBHUHB,MBH Bank Nyrt.,"5537 Zsadány, Béke utca 92.",S,R
50432370,MKKBHUHB,MBH Bank Nyrt.,"5300 Karcag, Kálvin utca 1-2.",S,R
50432387,MKKBHUHB,MBH Bank Nyrt.,"5700 Gyula, Városház utca 23.",S,R
50432394,MKKBHUHB,MBH Bank Nyrt.,"5742 Elek, Lőkösházi út 5.",S,R
50432404,MKKBHUHB,MBH Bank Nyrt.,"5624 Doboz, Hunyadi utca 1/1.",S,R
50432411,MKKBHUHB,MBH Bank Nyrt.,"5661 Újkígyós, Gyulai utca 25.",S,R
50432428,MKKBHUHB,MBH Bank Nyrt.,"5720 Sarkad, Kossuth utca 14-16.",S,R
50432435,MKKBHUHB,MBH Bank Nyrt.,"5537 Zsadány, Béke utca 92.",S,R
50432442,MKKBHUHB,MBH Bank Nyrt.,"5720 Sarkad, Kossuth utca 14-16.",S,R
50432459,MKKBHUHB,MBH Bank Nyrt.,"5742 Elek, Lőkösházi út 5.",S,R
50432466,MKKBHUHB,MBH Bank Nyrt.,"5700 Gyula, Városház utca 23.",S,R
50432473,MKKBHUHB,MBH Bank Nyrt.,"5744 Kevermes, Templom utca 2/A",S,R
50432480,MKKBHUHB,MBH Bank Nyrt.,"5744 Kevermes, Templom utca 2/A",S,R
50432497,MKKBHUHB,MBH Bank Nyrt.,"5800 Mezőkovácsháza, Árpád utca 188-192.",S,R
50432507,MKKBHUHB,MBH Bank Nyrt.,"5830 Battonya, Petőfi tér 4.",S,R
50432514,MKKBHUHB,MBH Bank Nyrt.,"5744 Kevermes, Templom utca 2/A",S,R
50432521,MKKBHUHB,MBH Bank Nyrt.,"5744 Kevermes, Templom utca 2/A",S,R
50432538,MKKBHUHB,MBH Bank Nyrt.,"5800 Mezőkovácsháza, Árpád utca 188-192.",S,R
50432545,MKKBHUHB,MBH Bank Nyrt.,"5830 Battonya, Petőfi tér 4.",S,R
50432552,MKKBHUHB,MBH Bank Nyrt.,"5800 Mezőkovácsháza, Árpád utca 188-192.",S,R
50432569,MKKBHUHB,MBH Bank Nyrt.,"5800 Mezőkovácsháza, Árpád utca 188-192.",S,R
50432576,MKKBHUHB,MBH Bank Nyrt.,"5800 Mezőkovácsháza, Árpád utca 188-192.",S,R
50432583,MKKBHUHB,MBH Bank Nyrt.,"5800 Mezőkovácsháza, Árpád utca 188-192.",S,R
50432590,MKKBHUHB,MBH Bank Nyrt.,"5800 Mezőkovácsháza, Árpád utca 188-192.",S,R
50432600,MKKBHUHB,MBH Bank Nyrt.,"5540 Szarvas, Szabadság út 30.",S,R
50432617,MKKBHUHB,MBH Bank Nyrt.,"5540 Szarvas, Szabadság út 30.",S,R
50432624,MKKBHUHB,MBH Bank Nyrt.,"5540 Szarvas, Szabadság út 30.",S,R
50432631,MKKBHUHB,MBH Bank Nyrt.,"5540 Szarvas, Szabadság út 30.",S,R
50432648,MKKBHUHB,MBH Bank Nyrt.,"5540 Szarvas, Szabadság út 30.",S,R
50432655,MKKBHUHB,MBH Bank Nyrt.,"5540 Szarvas, Szabadság út 30.",S,R
50432662,MKKBHUHB,MBH Bank Nyrt.,"5310 Kisújszállás, Szabadság utca 8.",S,R
50432679,MKKBHUHB,MBH Bank Nyrt.,"5502 Gyomaendrőd, Blaha  Lujza utca 5.",S,R
50432686,MKKBHUHB,MBH Bank Nyrt.,"1117 Budapest, Magyar Tudósok körútja 9.G.épület",S,R
50432693,MKKBHUHB,MBH Bank Nyrt.,"5600 Békéscsaba, Mednyánszky utca 8.",S,R
50432703,MKKBHUHB,MBH Bank Nyrt.,"5600 Békéscsaba, Mednyánszky utca 8.",S,R
50432710,MKKBHUHB,MBH Bank Nyrt.,"5700 Gyula, Városház utca 23.",S,R
50432727,MKKBHUHB,MBH Bank Nyrt.,"1117 Budapest, Magyar Tudósok körútja 9.G.épület",S,R
50432734,MKKBHUHB,MBH Bank Nyrt.,"5502 Gyomaendrőd, Blaha  Lujza utca 5.",S,R
50432741,MKKBHUHB,MBH Bank Nyrt.,"1117 Budapest, Magyar Tudósok körútja 9.G.épület",S,R
50432758,MKKBHUHB,MBH Bank Nyrt.,"1117 Budapest, Magyar Tudósok körútja 9.G.épület",S,R
50432765,MKKBHUHB,MBH Bank Nyrt.,"1117 Budapest, Magyar Tudósok körútja 9.G.épület",S,R
50432772,MKKBHUHB,MBH Bank Nyrt.,"1117 Budapest, Magyar Tudósok körútja 9.G.épület",S,R
50432789,MKKBHUHB,MBH Bank Nyrt.,"1117 Budapest, Magyar Tudósok körútja 9.G.épület",S,R
50433003,MKKBHUHB,MBH Bank Nyrt.,"9100 Tét, Fő utca 86.",S,R
50433010,MKKBHUHB,MBH Bank Nyrt.,"1117 Budapest, Magyar Tudósok körútja 9.G.épület",S,R
50433027,MKKBHUHB,MBH Bank Nyrt.,"9100 Tét, Fő utca 86.",S,R
50433034,MKKBHUHB,MBH Bank Nyrt.,"1117 Budapest, Magyar Tudósok körútja 9.G.épület",S,R
50433041,MKKBHUHB,MBH Bank Nyrt.,"1117 Budapest, Magyar Tudósok körútja 9.G.épület",S,R
50433058,MKKBHUHB,MBH Bank Nyrt.,"1117 Budapest, Magyar Tudósok körútja 9.G.épület",S,R
50433065,MKKBHUHB,MBH Bank Nyrt.,"1117 Budapest, Magyar Tudósok körútja 9.G.épület",S,R
50433072,MKKBHUHB,MBH Bank Nyrt.,"1117 Budapest, Magyar Tudósok körútja 9.G.épület",S,R
50433089,MKKBHUHB,MBH Bank Nyrt.,"9100 Tét, Fő utca 86",S,R
50433096,MKKBHUHB,MBH Bank Nyrt.,"9326 Szil, Hunyadi tér 14.",S,R
50433106,MKKBHUHB,MBH Bank Nyrt.,"9225 Dunakiliti, Kossuth Lajos utca 88.",S,R
50433113,MKKBHUHB,MBH Bank Nyrt.,"9224 Rajka, Kossuth Lajos utca 37/a",S,R
50433120,MKKBHUHB,MBH Bank Nyrt.,"9222 Hegyeshalom, Fő utca 135.",S,R
50433137,MKKBHUHB,MBH Bank Nyrt.,"9200 Mosonmagyaróvár, Palánk utca 8.",S,R
50433144,MKKBHUHB,MBH Bank Nyrt.,"1117 Budapest, Magyar Tudósok körútja 9.G.épület",S,R
50433151,MKKBHUHB,MBH Bank Nyrt.,"9200 Mosonmagyaróvár, Kökény utca 9.",S,R
50433168,MKKBHUHB,MBH Bank Nyrt.,"9224 Rajka, Kossuth Lajos utca 37/a.",S,R
50433175,MKKBHUHB,MBH Bank Nyrt.,"9222 Hegyeshalom, Fő utca 135.",S,R
50433182,MKKBHUHB,MBH Bank Nyrt.,"9225 Dunakiliti, Kossuth Lajos utca 88.",S,R
50433199,MKKBHUHB,MBH Bank Nyrt.,"1117 Budapest, Magyar Tudósok körútja 9.G.épület",S,R
50433209,MKKBHUHB,MBH Bank Nyrt.,"1117 Budapest, Magyar Tudósok körútja 9.G.épület",S,R
50433216,MKKBHUHB,MBH Bank Nyrt.,"9200 Mosonmagyaróvár, Palánk utca 8.",S,R
50433223,MKKBHUHB,MBH Bank Nyrt.,"9200 Mosonmagyaróvár, Kökény utca 9.",S,R
50433230,MKKBHUHB,MBH Bank Nyrt.,"9300 Csorna, Szent István tér 23.",S,R
50433247,MKKBHUHB,MBH Bank Nyrt.,"9330 Kapuvár, Gesztenye sor 5.",S,R
50433254,MKKBHUHB,MBH Bank Nyrt.,"1117 Budapest, Magyar Tudósok körútja 9.G.épület",S,R
50433261,MKKBHUHB,MBH Bank Nyrt.,"1117 Budapest, Magyar Tudósok körútja 9.G.épület",S,R
50433278,MKKBHUHB,MBH Bank Nyrt.,"1117 Budapest, Magyar Tudósok körútja 9.G.épület",S,R
50433285,MKKBHUHB,MBH Bank Nyrt.,"9485 Nagycenk, Iskola utca 2.",S,R
50433292,MKKBHUHB,MBH Bank Nyrt.,"9485 Nagycenk, Iskola utca 2.",S,R
50433302,MKKBHUHB,MBH Bank Nyrt.,"9485 Nagycenk, Iskola utca 2.",S,R
50433319,MKKBHUHB,MBH Bank Nyrt.,"9431 Fertőd, Fő utca 62.",S,R
50433326,MKKBHUHB,MBH Bank Nyrt.,"9400 Sopron, Várkerület 18.",S,R
50433333,MKKBHUHB,MBH Bank Nyrt.,"9400 Sopron, Várkerület 18.",S,R
50433340,MKKBHUHB,MBH Bank Nyrt.,"9400 Sopron, Várkerület 18.",S,R
50433357,MKKBHUHB,MBH Bank Nyrt.,"9485 Nagycenk, Iskola utca 2.",S,R
50433364,MKKBHUHB,MBH Bank Nyrt.,"9090 Pannonhalma, Petőfi utca 20.",S,R
50433371,MKKBHUHB,MBH Bank Nyrt.,"9083 Écs, Kossuth utca 2/A",S,R
50433388,MKKBHUHB,MBH Bank Nyrt.,"9090 Pannonhalma, Petőfi utca 20.",S,R
50433395,MKKBHUHB,MBH Bank Nyrt.,"9090 Pannonhalma, Petőfi utca 20.",S,R
50433405,MKKBHUHB,MBH Bank Nyrt.,"9090 Pannonhalma, Petőfi utca 20.",S,R
50433412,MKKBHUHB,MBH Bank Nyrt.,"9024 Győr, Riesz F. utca 11/a.",S,R
50433429,MKKBHUHB,MBH Győr ETO Park,"9021 Győr, Nagysándor József utca 31.",S,R
50433436,MKKBHUHB,MBH Bank Nyrt.,"8000 Székesfehérvár, Koronázó tér 2.",S,R
50433443,MKKBHUHB,MBH Bank Nyrt.,"8438 Veszprémvarsány, Rákóczi Ferenc utca 13.",S,R
50433450,MKKBHUHB,MBH Bank Nyrt.,"9090 Pannonhalma, Petőfi utca 20.",S,R
