"CountryCode","LookupKey","Bic","BankCode","BranchCode","BankName","Source"
"HU","687","MKKBHUHB","687","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","688","MKKBHUHB","688","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","693","MKKBHUHB","693","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","694","MKKBHUHB","694","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","695","MKKBHUHB","695","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","698","MKKBHUHB","698","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","701","MKKBHUHB","701","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","703","MKKBHUHB","703","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","704","MKKBHUHB","704","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","705","MKKBHUHB","705","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","706","MKKBHUHB","706","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","709","MKKBHUHB","709","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","718","MKKBHUHB","718","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","719","MKKBHUHB","719","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","721","MKKBHUHB","721","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","726","MKKBHUHB","726","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","727","MKKBHUHB","727","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","728","MKKBHUHB","728","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","729","MKKBHUHB","729","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","732","MKKBHUHB","732","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","736","MKKBHUHB","736","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","739","MKKBHUHB","739","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","740","MKKBHUHB","740","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","745","MKKBHUHB","745","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","750","MKKBHUHB","750","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","755","MKKBHUHB","755","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","757","MKKBHUHB","757","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","803","MKKBHUHB","803","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","806","MKKBHUHB","806","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","880","FLTPHUHB","880","","Fundamenta-Lakáskassza Zrt","Hungarian branch office register (sht.csv)"
"HU","881","OTPVHUHB","881","","OTP Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","882","FLTPHUHB","882","","Fundamenta-Lakáskassza Zrt","Hungarian branch office register (sht.csv)"
"HU","883","FLTPHUHB","883","","Fundamenta-Lakáskassza Zrt","Hungarian branch office register (sht.csv)"
"HU","884","OTPJHUHB","884","","OTP Jelzálogbank Zrt","Hungarian branch office register (sht.csv)"
"HU","888","OKHBHUHB","888","","K&H Bank Zrt","Hungarian branch office register (sht.csv)"
"HU","903","HUPOHUHB","903","","Postai Elszámoló Központ","Hungarian branch office register (sht.csv)"
