CountryCode,LookupKey,Bic,BankCode,BranchCode,BankName,Source
FR,30087:33559,CMCIFRPPXXX,30087,33559,CM - CIC BANQUES,"User provided data"
FR,30087:33560,CMCIFRPPXXX,30087,33560,CM - CIC BANQUES,"User provided data"
FR,30087:33561,CMCIFRPPXXX,30087,33561,CM - CIC BANQUES,"User provided data"
FR,30087:33600,CMCIFRPPXXX,30087,33600,CM - CIC BANQUES,"User provided data"
FR,30087:33601,CMCIFRPPXXX,30087,33601,CM - CIC BANQUES,"User provided data"
FR,30087:33603,CMCIFRPPXXX,30087,33603,CM - CIC BANQUES,"User provided data"
FR,30087:33606,CMCIFRPPXXX,30087,33606,CM - CIC BANQUES,"User provided data"
FR,30087:33607,CMCIFRPPXXX,30087,33607,CM - CIC BANQUES,"User provided data"
FR,30087:33608,CMCIFRPPXXX,30087,33608,CM - CIC BANQUES,"User provided data"
FR,30087:33611,CMCIFRPPXXX,30087,33611,CM - CIC BANQUES,"User provided data"
FR,30087:33612,CMCIFRPPXXX,30087,33612,CM - CIC BANQUES,"User provided data"
FR,30087:33614,CMCIFRPPXXX,30087,33614,CM - CIC BANQUES,"User provided data"
FR,30087:33615,CMCIFRPPXXX,30087,33615,CM - CIC BANQUES,"User provided data"
FR,30087:33617,CMCIFRPPXXX,30087,33617,CM - CIC BANQUES,"User provided data"
FR,30087:33619,CMCIFRPPXXX,30087,33619,CM - CIC BANQUES,"User provided data"
FR,30087:33650,CMCIFRPPXXX,30087,33650,CM - CIC BANQUES,"User provided data"
FR,30087:33651,CMCIFRPPXXX,30087,33651,CM - CIC BANQUES,"User provided data"
FR,30087:33654,CMCIFRPPXXX,30087,33654,CM - CIC BANQUES,"User provided data"
FR,30087:33655,CMCIFRPPXXX,30087,33655,CM - CIC BANQUES,"User provided data"
FR,30087:33656,CMCIFRPPXXX,30087,33656,CM - CIC BANQUES,"User provided data"
FR,30087:33658,CMCIFRPPXXX,30087,33658,CM - CIC BANQUES,"User provided data"
FR,30087:33660,CMCIFRPPXXX,30087,33660,CM - CIC BANQUES,"User provided data"
FR,30087:33661,CMCIFRPPXXX,30087,33661,CM - CIC BANQUES,"User provided data"
FR,30087:33665,CMCIFRPPXXX,30087,33665,CM - CIC BANQUES,"User provided data"
FR,30087:33680,CMCIFRPPXXX,30087,33680,CM - CIC BANQUES,"User provided data"
FR,30087:33690,CMCIFRPPXXX,30087,33690,CM - CIC BANQUES,"User provided data"
FR,30087:33700,CMCIFRPPXXX,30087,33700,CM - CIC BANQUES,"User provided data"
FR,30087:33702,CMCIFRPPXXX,30087,33702,CM - CIC BANQUES,"User provided data"
FR,30087:33704,CMCIFRPPXXX,30087,33704,CM - CIC BANQUES,"User provided data"
FR,30087:33705,CMCIFRPPXXX,30087,33705,CM - CIC BANQUES,"User provided data"
FR,30087:33708,CMCIFRPPXXX,30087,33708,CM - CIC BANQUES,"User provided data"
FR,30087:33710,CMCIFRPPXXX,30087,33710,CM - CIC BANQUES,"User provided data"
FR,30087:33750,CMCIFRPPXXX,30087,33750,CM - CIC BANQUES,"User provided data"
FR,30087:33754,CMCIFRPPXXX,30087,33754,CM - CIC BANQUES,"User provided data"
FR,30087:33756,CMCIFRPPXXX,30087,33756,CM - CIC BANQUES,"User provided data"
FR,30087:33757,CMCIFRPPXXX,30087,33757,CM - CIC BANQUES,"User provided data"
FR,30087:33758,CMCIFRPPXXX,30087,33758,CM - CIC BANQUES,"User provided data"
FR,30087:33760,CMCIFRPPXXX,30087,33760,CM - CIC BANQUES,"User provided data"
FR,30087:33761,CMCIFRPPXXX,30087,33761,CM - CIC BANQUES,"User provided data"
